'sample interval','V5','V2'
11287,-0.120,0.140
11288,-0.115,0.125
11289,-0.115,0.120
11290,-0.135,0.090
11291,-0.150,0.075
11292,-0.140,0.085
11293,-0.140,0.090
11294,-0.135,0.075
11295,-0.135,0.060
11296,-0.155,0.025
11297,-0.160,0.020
11298,-0.180,0.020
11299,-0.175,0.035
11300,-0.170,0.030
11301,-0.180,0.005
11302,-0.195,-0.010
11303,-0.190,-0.010
11304,-0.180,-0.005
11305,-0.185,0.000
11306,-0.175,-0.015
11307,-0.185,-0.035
11308,-0.185,-0.055
11309,-0.185,-0.050
11310,-0.190,-0.045
11311,-0.190,-0.030
11312,-0.195,-0.035
11313,-0.210,-0.050
11314,-0.210,-0.065
11315,-0.225,-0.065
11316,-0.235,-0.065
11317,-0.235,-0.060
11318,-0.230,-0.080
11319,-0.245,-0.090
11320,-0.255,-0.100
11321,-0.280,-0.120
11322,-0.280,-0.110
11323,-0.270,-0.100
11324,-0.280,-0.110
11325,-0.290,-0.120
11326,-0.300,-0.140
11327,-0.315,-0.145
11328,-0.315,-0.140
11329,-0.305,-0.125
11330,-0.300,-0.130
11331,-0.295,-0.140
11332,-0.315,-0.165
11333,-0.320,-0.150
11334,-0.320,-0.140
11335,-0.315,-0.120
11336,-0.305,-0.115
11337,-0.315,-0.115
11338,-0.320,-0.125
11339,-0.330,-0.145
11340,-0.325,-0.125
11341,-0.325,-0.090
11342,-0.320,-0.100
11343,-0.330,-0.115
11344,-0.325,-0.155
11345,-0.345,-0.170
11346,-0.340,-0.200
11347,-0.345,-0.210
11348,-0.340,-0.210
11349,-0.350,-0.210
11350,-0.345,-0.215
11351,-0.340,-0.200
11352,-0.350,-0.185
11353,-0.360,-0.180
11354,-0.360,-0.185
11355,-0.360,-0.200
11356,-0.370,-0.205
11357,-0.390,-0.205
11358,-0.375,-0.190
11359,-0.375,-0.170
11360,-0.365,-0.180
11361,-0.355,-0.185
11362,-0.390,-0.190
11363,-0.400,-0.180
11364,-0.385,-0.170
11365,-0.370,-0.145
11366,-0.360,-0.145
11367,-0.375,-0.150
11368,-0.390,-0.145
11369,-0.400,-0.145
11370,-0.405,-0.140
11371,-0.390,-0.125
11372,-0.390,-0.090
11373,-0.395,-0.055
11374,-0.395,-0.035
11375,-0.400,-0.075
11376,-0.380,-0.155
11377,-0.390,-0.225
11378,-0.385,-0.275
11379,-0.390,-0.295
11380,-0.390,-0.295
11381,-0.410,-0.280
11382,-0.400,-0.255
11383,-0.390,-0.225
11384,-0.385,-0.235
11385,-0.385,-0.235
11386,-0.400,-0.245
11387,-0.410,-0.235
11388,-0.410,-0.230
11389,-0.400,-0.225
11390,-0.390,-0.240
11391,-0.395,-0.225
11392,-0.405,-0.230
11393,-0.410,-0.260
11394,-0.400,-0.260
11395,-0.385,-0.235
11396,-0.380,-0.235
11397,-0.380,-0.235
11398,-0.390,-0.235
11399,-0.410,-0.240
11400,-0.395,-0.210
11401,-0.385,-0.195
11402,-0.375,-0.200
11403,-0.385,-0.210
11404,-0.390,-0.235
11405,-0.400,-0.210
11406,-0.390,-0.205
11407,-0.380,-0.200
11408,-0.380,-0.220
11409,-0.385,-0.220
11410,-0.410,-0.230
11411,-0.405,-0.225
11412,-0.405,-0.220
11413,-0.400,-0.195
11414,-0.380,-0.205
11415,-0.385,-0.200
11416,-0.390,-0.210
11417,-0.405,-0.185
11418,-0.400,-0.185
11419,-0.380,-0.155
11420,-0.340,-0.145
11421,-0.305,-0.115
11422,-0.245,-0.115
11423,-0.180,-0.100
11424,-0.105,-0.085
11425,-0.025,-0.055
11426,0.040,-0.020
11427,0.115,0.010
11428,0.160,0.025
11429,0.255,0.055
11430,0.570,0.165
11431,1.145,0.415
11432,1.500,0.720
11433,1.460,0.720
11434,1.320,0.455
11435,1.255,0.205
11436,1.200,0.070
11437,1.045,-0.070
11438,0.795,-0.220
11439,0.535,-0.330
11440,0.315,-0.430
11441,0.125,-0.545
11442,-0.050,-0.605
11443,-0.220,-0.625
11444,-0.360,-0.620
11445,-0.440,-0.565
11446,-0.495,-0.505
11447,-0.505,-0.445
11448,-0.500,-0.365
11449,-0.480,-0.305
11450,-0.470,-0.285
11451,-0.465,-0.265
11452,-0.480,-0.265
11453,-0.480,-0.255
11454,-0.470,-0.235
11455,-0.465,-0.230
11456,-0.460,-0.250
11457,-0.470,-0.250
11458,-0.475,-0.255
11459,-0.505,-0.265
11460,-0.495,-0.250
11461,-0.495,-0.255
11462,-0.495,-0.260
11463,-0.490,-0.270
11464,-0.485,-0.280
11465,-0.500,-0.280
11466,-0.510,-0.265
11467,-0.500,-0.250
11468,-0.500,-0.240
11469,-0.490,-0.250
11470,-0.505,-0.265
11471,-0.525,-0.295
11472,-0.515,-0.320
11473,-0.510,-0.330
11474,-0.515,-0.335
11475,-0.520,-0.305
11476,-0.530,-0.290
11477,-0.550,-0.315
11478,-0.560,-0.325
11479,-0.545,-0.340
11480,-0.555,-0.395
11481,-0.560,-0.440
11482,-0.560,-0.440
11483,-0.560,-0.400
11484,-0.555,-0.335
11485,-0.550,-0.305
11486,-0.535,-0.310
11487,-0.550,-0.320
11488,-0.570,-0.290
11489,-0.590,-0.230
11490,-0.585,-0.215
11491,-0.575,-0.260
11492,-0.570,-0.345
11493,-0.570,-0.435
11494,-0.590,-0.450
11495,-0.600,-0.385
11496,-0.605,-0.295
11497,-0.610,-0.275
11498,-0.605,-0.325
11499,-0.610,-0.375
11500,-0.620,-0.410
11501,-0.630,-0.425
11502,-0.625,-0.375
11503,-0.625,-0.355
11504,-0.635,-0.340
11505,-0.660,-0.355
11506,-0.660,-0.370
11507,-0.665,-0.375
11508,-0.655,-0.370
11509,-0.645,-0.350
11510,-0.645,-0.325
11511,-0.640,-0.355
11512,-0.655,-0.400
11513,-0.660,-0.400
11514,-0.630,-0.395
11515,-0.615,-0.380
11516,-0.625,-0.380
11517,-0.635,-0.390
11518,-0.645,-0.385
11519,-0.650,-0.385
11520,-0.650,-0.375
11521,-0.645,-0.370
11522,-0.630,-0.370
11523,-0.640,-0.375
11524,-0.635,-0.370
11525,-0.645,-0.365
11526,-0.620,-0.360
11527,-0.600,-0.355
11528,-0.595,-0.360
11529,-0.600,-0.355
11530,-0.590,-0.325
11531,-0.585,-0.320
11532,-0.570,-0.325
11533,-0.550,-0.300
11534,-0.545,-0.305
11535,-0.550,-0.300
11536,-0.535,-0.295
11537,-0.510,-0.260
11538,-0.495,-0.235
11539,-0.470,-0.240
11540,-0.465,-0.255
11541,-0.470,-0.270
11542,-0.465,-0.265
11543,-0.460,-0.260
11544,-0.450,-0.255
11545,-0.445,-0.230
11546,-0.440,-0.210
11547,-0.425,-0.200
11548,-0.425,-0.205
11549,-0.425,-0.215
11550,-0.400,-0.205
11551,-0.385,-0.185
11552,-0.380,-0.175
11553,-0.385,-0.190
11554,-0.385,-0.200
11555,-0.385,-0.200
11556,-0.385,-0.185
11557,-0.360,-0.160
11558,-0.350,-0.175
11559,-0.350,-0.180
11560,-0.365,-0.195
11561,-0.370,-0.205
11562,-0.360,-0.205
11563,-0.355,-0.190
11564,-0.355,-0.175
11565,-0.350,-0.190
11566,-0.360,-0.190
11567,-0.375,-0.200
11568,-0.350,-0.185
11569,-0.350,-0.155
11570,-0.340,-0.140
11571,-0.365,-0.160
11572,-0.350,-0.180
11573,-0.365,-0.195
11574,-0.380,-0.170
11575,-0.365,-0.120
11576,-0.365,-0.090
11577,-0.370,-0.055
11578,-0.385,-0.070
11579,-0.395,-0.150
11580,-0.390,-0.265
11581,-0.390,-0.340
11582,-0.380,-0.315
11583,-0.370,-0.270
11584,-0.385,-0.210
11585,-0.385,-0.170
11586,-0.370,-0.160
11587,-0.370,-0.175
11588,-0.380,-0.220
11589,-0.385,-0.240
11590,-0.390,-0.240
11591,-0.385,-0.270
11592,-0.405,-0.255
11593,-0.400,-0.255
11594,-0.410,-0.220
11595,-0.405,-0.205
11596,-0.405,-0.220
11597,-0.415,-0.245
11598,-0.400,-0.245
11599,-0.385,-0.230
11600,-0.385,-0.210
11601,-0.395,-0.230
11602,-0.415,-0.230
11603,-0.425,-0.205
11604,-0.425,-0.230
11605,-0.425,-0.235
11606,-0.415,-0.215
11607,-0.400,-0.200
11608,-0.395,-0.220
11609,-0.400,-0.235
11610,-0.405,-0.235
11611,-0.400,-0.200
11612,-0.390,-0.200
11613,-0.390,-0.220
11614,-0.390,-0.230
11615,-0.400,-0.250
11616,-0.410,-0.240
11617,-0.405,-0.215
11618,-0.400,-0.235
11619,-0.405,-0.255
11620,-0.415,-0.245
11621,-0.425,-0.200
11622,-0.395,-0.180
11623,-0.385,-0.185
11624,-0.390,-0.215
11625,-0.405,-0.205
11626,-0.410,-0.215
11627,-0.405,-0.220
11628,-0.395,-0.220
11629,-0.390,-0.220
11630,-0.390,-0.250
11631,-0.395,-0.240
11632,-0.400,-0.245
11633,-0.390,-0.200
11634,-0.370,-0.175
11635,-0.360,-0.155
11636,-0.360,-0.185
11637,-0.375,-0.205
11638,-0.380,-0.235
11639,-0.380,-0.220
11640,-0.370,-0.170
11641,-0.355,-0.120
11642,-0.340,-0.065
11643,-0.340,-0.090
11644,-0.345,-0.140
11645,-0.340,-0.215
11646,-0.330,-0.310
11647,-0.320,-0.345
11648,-0.310,-0.305
11649,-0.315,-0.265
11650,-0.310,-0.270
11651,-0.315,-0.260
11652,-0.310,-0.215
11653,-0.280,-0.200
11654,-0.285,-0.225
11655,-0.275,-0.290
11656,-0.290,-0.315
11657,-0.290,-0.290
11658,-0.280,-0.230
11659,-0.265,-0.180
11660,-0.270,-0.185
11661,-0.280,-0.250
11662,-0.290,-0.290
11663,-0.315,-0.285
11664,-0.300,-0.270
11665,-0.310,-0.235
11666,-0.305,-0.160
11667,-0.320,-0.130
11668,-0.330,-0.195
11669,-0.330,-0.290
11670,-0.335,-0.320
11671,-0.320,-0.300
11672,-0.305,-0.275
11673,-0.335,-0.300
11674,-0.360,-0.325
11675,-0.385,-0.285
11676,-0.370,-0.210
11677,-0.340,-0.205
11678,-0.350,-0.255
11679,-0.355,-0.270
11680,-0.370,-0.210
11681,-0.365,-0.165
11682,-0.360,-0.200
11683,-0.340,-0.280
11684,-0.325,-0.320
11685,-0.310,-0.270
11686,-0.330,-0.210
11687,-0.350,-0.205
11688,-0.345,-0.210
11689,-0.350,-0.190
11690,-0.345,-0.190
11691,-0.345,-0.245
11692,-0.350,-0.305
11693,-0.360,-0.300
11694,-0.355,-0.200
11695,-0.335,-0.145
11696,-0.315,-0.245
11697,-0.320,-0.340
11698,-0.335,-0.315
11699,-0.335,-0.265
11700,-0.320,-0.310
11701,-0.315,-0.360
11702,-0.320,-0.345
11703,-0.310,-0.305
11704,-0.325,-0.285
11705,-0.325,-0.250
11706,-0.320,-0.250
11707,-0.305,-0.240
11708,-0.290,-0.250
11709,-0.290,-0.260
11710,-0.305,-0.260
11711,-0.300,-0.230
11712,-0.265,-0.175
11713,-0.195,-0.110
11714,-0.105,-0.065
11715,0.040,-0.025
11716,0.305,0.020
11717,0.775,0.185
11718,1.080,0.535
11719,0.910,0.705
11720,0.615,0.550
11721,0.530,0.355
11722,0.645,0.280
11723,0.815,0.260
11724,0.970,0.185
11725,1.110,0.100
11726,1.220,0.100
11727,1.255,0.135
11728,1.185,0.050
11729,0.990,-0.130
11730,0.760,-0.325
11731,0.555,-0.450
11732,0.390,-0.550
11733,0.200,-0.610
11734,0.005,-0.640
11735,-0.220,-0.630
11736,-0.360,-0.605
11737,-0.410,-0.570
11738,-0.415,-0.530
11739,-0.425,-0.515
11740,-0.455,-0.450
11741,-0.460,-0.355
11742,-0.450,-0.285
11743,-0.435,-0.305
11744,-0.420,-0.355
11745,-0.410,-0.375
11746,-0.400,-0.345
11747,-0.395,-0.350
11748,-0.385,-0.325
11749,-0.390,-0.310
11750,-0.400,-0.285
11751,-0.400,-0.290
11752,-0.405,-0.310
11753,-0.405,-0.320
11754,-0.410,-0.315
11755,-0.390,-0.300
11756,-0.410,-0.315
11757,-0.425,-0.335
11758,-0.440,-0.335
11759,-0.430,-0.320
11760,-0.430,-0.290
11761,-0.420,-0.265
11762,-0.430,-0.270
11763,-0.440,-0.270
11764,-0.445,-0.285
11765,-0.460,-0.320
11766,-0.465,-0.340
11767,-0.460,-0.345
11768,-0.455,-0.320
11769,-0.450,-0.310
11770,-0.465,-0.330
11771,-0.480,-0.355
11772,-0.460,-0.350
11773,-0.460,-0.325
11774,-0.470,-0.340
11775,-0.480,-0.365
11776,-0.480,-0.355
11777,-0.485,-0.340
11778,-0.490,-0.295
11779,-0.480,-0.255
11780,-0.480,-0.260
11781,-0.485,-0.350
11782,-0.500,-0.425
11783,-0.510,-0.400
11784,-0.490,-0.350
11785,-0.485,-0.335
11786,-0.490,-0.345
11787,-0.500,-0.350
11788,-0.495,-0.370
11789,-0.515,-0.370
11790,-0.510,-0.365
11791,-0.500,-0.350
11792,-0.500,-0.355
11793,-0.495,-0.360
11794,-0.505,-0.350
11795,-0.520,-0.350
11796,-0.510,-0.355
11797,-0.505,-0.360
11798,-0.505,-0.365
11799,-0.520,-0.355
11800,-0.525,-0.335
11801,-0.545,-0.325
11802,-0.520,-0.330
11803,-0.505,-0.345
11804,-0.505,-0.355
11805,-0.515,-0.355
11806,-0.515,-0.335
11807,-0.510,-0.315
11808,-0.505,-0.320
11809,-0.495,-0.340
11810,-0.495,-0.340
11811,-0.495,-0.335
11812,-0.500,-0.295
11813,-0.500,-0.265
11814,-0.485,-0.275
11815,-0.495,-0.320
11816,-0.490,-0.325
11817,-0.500,-0.345
11818,-0.485,-0.335
11819,-0.480,-0.330
11820,-0.470,-0.265
11821,-0.455,-0.210
11822,-0.460,-0.190
11823,-0.450,-0.200
11824,-0.450,-0.190
11825,-0.440,-0.200
11826,-0.420,-0.255
11827,-0.415,-0.345
11828,-0.420,-0.420
11829,-0.410,-0.405
11830,-0.400,-0.330
11831,-0.390,-0.220
11832,-0.390,-0.100
11833,-0.370,-0.065
11834,-0.360,-0.155
11835,-0.365,-0.275
11836,-0.375,-0.325
11837,-0.365,-0.315
11838,-0.345,-0.260
11839,-0.320,-0.205
11840,-0.320,-0.215
11841,-0.310,-0.200
11842,-0.320,-0.215
11843,-0.315,-0.190
11844,-0.300,-0.185
11845,-0.295,-0.185
11846,-0.280,-0.205
11847,-0.275,-0.225
11848,-0.285,-0.200
11849,-0.280,-0.140
11850,-0.270,-0.090
11851,-0.255,-0.105
11852,-0.240,-0.165
11853,-0.255,-0.200
11854,-0.265,-0.195
11855,-0.255,-0.185
11856,-0.250,-0.150
11857,-0.230,-0.120
11858,-0.235,-0.100
11859,-0.255,-0.055
11860,-0.265,-0.025
11861,-0.275,-0.075
11862,-0.275,-0.220
11863,-0.270,-0.265
11864,-0.265,-0.205
11865,-0.265,-0.080
11866,-0.285,0.000
11867,-0.290,-0.040
11868,-0.285,-0.150
11869,-0.290,-0.255
11870,-0.285,-0.275
11871,-0.280,-0.200
11872,-0.285,-0.140
11873,-0.295,-0.125
11874,-0.295,-0.125
11875,-0.295,-0.150
11876,-0.285,-0.240
11877,-0.280,-0.300
11878,-0.295,-0.280
11879,-0.280,-0.210
11880,-0.290,-0.185
11881,-0.280,-0.170
11882,-0.300,-0.115
11883,-0.310,-0.035
11884,-0.315,-0.015
11885,-0.310,-0.170
11886,-0.315,-0.380
11887,-0.315,-0.420
11888,-0.305,-0.315
11889,-0.315,-0.195
11890,-0.325,-0.150
11891,-0.320,-0.165
11892,-0.310,-0.175
11893,-0.310,-0.175
11894,-0.315,-0.200
11895,-0.325,-0.215
11896,-0.320,-0.195
11897,-0.310,-0.160
11898,-0.305,-0.165
11899,-0.295,-0.205
11900,-0.305,-0.210
11901,-0.310,-0.175
11902,-0.320,-0.205
11903,-0.335,-0.270
11904,-0.325,-0.290
11905,-0.315,-0.215
11906,-0.300,-0.145
11907,-0.300,-0.150
11908,-0.305,-0.180
11909,-0.295,-0.195
11910,-0.290,-0.170
11911,-0.295,-0.160
11912,-0.300,-0.175
11913,-0.305,-0.200
11914,-0.310,-0.230
11915,-0.300,-0.270
11916,-0.300,-0.240
11917,-0.305,-0.125
11918,-0.305,-0.040
11919,-0.305,-0.090
11920,-0.315,-0.245
11921,-0.300,-0.360
11922,-0.280,-0.275
11923,-0.280,-0.060
11924,-0.280,0.095
11925,-0.305,-0.015
11926,-0.315,-0.310
11927,-0.335,-0.470
11928,-0.325,-0.415
11929,-0.305,-0.275
11930,-0.290,-0.220
11931,-0.280,-0.260
11932,-0.295,-0.295
11933,-0.320,-0.250
11934,-0.300,-0.180
11935,-0.285,-0.200
11936,-0.295,-0.245
11937,-0.290,-0.270
11938,-0.295,-0.245
11939,-0.285,-0.185
11940,-0.290,-0.150
11941,-0.290,-0.210
11942,-0.300,-0.295
11943,-0.310,-0.320
11944,-0.310,-0.315
11945,-0.315,-0.270
11946,-0.305,-0.240
11947,-0.295,-0.200
11948,-0.295,-0.175
11949,-0.290,-0.235
11950,-0.300,-0.305
11951,-0.305,-0.315
11952,-0.290,-0.270
11953,-0.290,-0.150
11954,-0.305,-0.090
11955,-0.315,-0.185
11956,-0.335,-0.320
11957,-0.330,-0.355
11958,-0.305,-0.280
11959,-0.295,-0.185
11960,-0.305,-0.120
11961,-0.315,-0.170
11962,-0.340,-0.230
11963,-0.350,-0.255
11964,-0.330,-0.265
11965,-0.330,-0.265
11966,-0.325,-0.235
11967,-0.335,-0.185
11968,-0.345,-0.200
11969,-0.345,-0.255
11970,-0.345,-0.285
11971,-0.335,-0.295
11972,-0.320,-0.260
11973,-0.335,-0.260
11974,-0.335,-0.230
11975,-0.325,-0.215
11976,-0.325,-0.230
11977,-0.315,-0.275
11978,-0.300,-0.315
11979,-0.285,-0.305
11980,-0.270,-0.255
11981,-0.280,-0.265
11982,-0.280,-0.295
11983,-0.280,-0.320
11984,-0.270,-0.300
11985,-0.270,-0.215
11986,-0.260,-0.185
11987,-0.260,-0.240
11988,-0.235,-0.305
11989,-0.220,-0.295
11990,-0.235,-0.250
11991,-0.225,-0.205
11992,-0.230,-0.195
11993,-0.255,-0.215
11994,-0.260,-0.255
11995,-0.265,-0.295
11996,-0.265,-0.285
11997,-0.260,-0.230
11998,-0.250,-0.165
11999,-0.250,-0.175
12000,-0.235,-0.255
12001,-0.195,-0.290
12002,-0.095,-0.280
12003,0.210,-0.155
12004,0.655,0.180
12005,0.740,0.570
12006,0.375,0.545
12007,0.020,0.205
12008,-0.070,-0.080
12009,-0.045,-0.120
12010,-0.015,0.010
12011,-0.045,0.075
12012,-0.070,-0.085
12013,-0.085,-0.300
12014,-0.090,-0.365
12015,-0.080,-0.285
12016,-0.080,-0.240
12017,-0.085,-0.220
12018,-0.085,-0.205
12019,-0.075,-0.210
12020,-0.085,-0.260
12021,-0.095,-0.270
12022,-0.120,-0.250
12023,-0.130,-0.235
12024,-0.145,-0.250
12025,-0.175,-0.270
12026,-0.215,-0.335
12027,-0.250,-0.405
12028,-0.285,-0.405
12029,-0.330,-0.335
12030,-0.395,-0.280
12031,-0.480,-0.295
12032,-0.540,-0.390
12033,-0.600,-0.520
12034,-0.655,-0.585
12035,-0.720,-0.510
12036,-0.765,-0.455
12037,-0.805,-0.460
12038,-0.815,-0.460
12039,-0.860,-0.430
12040,-0.905,-0.525
12041,-0.925,-0.710
12042,-0.890,-0.815
12043,-0.860,-0.760
12044,-0.825,-0.685
12045,-0.800,-0.690
12046,-0.785,-0.710
12047,-0.785,-0.685
12048,-0.770,-0.685
12049,-0.730,-0.720
12050,-0.685,-0.735
12051,-0.630,-0.760
12052,-0.555,-0.785
12053,-0.505,-0.780
12054,-0.455,-0.720
12055,-0.415,-0.640
12056,-0.360,-0.580
12057,-0.330,-0.530
12058,-0.315,-0.490
12059,-0.330,-0.465
12060,-0.340,-0.520
12061,-0.355,-0.615
12062,-0.365,-0.625
12063,-0.380,-0.500
12064,-0.395,-0.380
12065,-0.415,-0.280
12066,-0.400,-0.215
12067,-0.380,-0.145
12068,-0.375,-0.090
12069,-0.355,-0.175
12070,-0.350,-0.390
12071,-0.335,-0.485
12072,-0.320,-0.390
12073,-0.290,-0.230
12074,-0.285,-0.200
12075,-0.285,-0.240
12076,-0.295,-0.280
12077,-0.290,-0.270
12078,-0.280,-0.205
12079,-0.255,-0.185
12080,-0.240,-0.200
12081,-0.245,-0.230
12082,-0.250,-0.230
12083,-0.250,-0.225
12084,-0.240,-0.205
12085,-0.225,-0.205
12086,-0.225,-0.205
12087,-0.230,-0.215
12088,-0.235,-0.235
12089,-0.240,-0.235
12090,-0.225,-0.220
12091,-0.205,-0.185
12092,-0.215,-0.170
12093,-0.195,-0.185
12094,-0.205,-0.200
12095,-0.205,-0.200
12096,-0.200,-0.190
12097,-0.195,-0.190
12098,-0.190,-0.205
12099,-0.190,-0.195
12100,-0.195,-0.195
12101,-0.205,-0.165
12102,-0.180,-0.170
12103,-0.180,-0.175
12104,-0.180,-0.170
12105,-0.185,-0.165
12106,-0.195,-0.175
12107,-0.195,-0.170
12108,-0.175,-0.165
12109,-0.170,-0.150
12110,-0.175,-0.145
12111,-0.175,-0.135
12112,-0.175,-0.135
12113,-0.175,-0.120
12114,-0.160,-0.120
12115,-0.165,-0.115
12116,-0.155,-0.105
12117,-0.160,-0.095
12118,-0.155,-0.095
12119,-0.155,-0.115
12120,-0.150,-0.095
12121,-0.130,-0.025
12122,-0.125,0.005
12123,-0.125,-0.055
12124,-0.145,-0.095
12125,-0.155,-0.075
12126,-0.140,-0.035
12127,-0.135,-0.085
12128,-0.140,-0.150
12129,-0.140,-0.165
12130,-0.145,-0.115
12131,-0.140,-0.085
12132,-0.130,-0.080
12133,-0.125,-0.065
12134,-0.120,-0.075
12135,-0.125,-0.055
12136,-0.125,-0.065
12137,-0.135,-0.055
12138,-0.130,-0.035
12139,-0.130,-0.030
12140,-0.120,-0.030
12141,-0.130,-0.035
12142,-0.125,-0.045
12143,-0.135,-0.040
12144,-0.135,-0.025
12145,-0.125,-0.020
12146,-0.145,-0.025
12147,-0.130,-0.040
12148,-0.135,-0.040
12149,-0.135,-0.045
12150,-0.135,-0.030
12151,-0.135,-0.035
12152,-0.140,-0.040
12153,-0.155,-0.055
12154,-0.185,-0.070
12155,-0.180,-0.055
12156,-0.185,-0.060
12157,-0.175,-0.050
12158,-0.180,-0.040
12159,-0.205,-0.070
12160,-0.210,-0.095
12161,-0.225,-0.095
12162,-0.220,-0.070
12163,-0.220,-0.045
12164,-0.205,-0.065
12165,-0.220,-0.090
12166,-0.245,-0.085
12167,-0.260,-0.075
12168,-0.255,-0.060
12169,-0.250,-0.075
12170,-0.250,-0.085
12171,-0.260,-0.085
12172,-0.265,-0.095
12173,-0.275,-0.100
12174,-0.290,-0.090
12175,-0.275,-0.085
12176,-0.275,-0.100
12177,-0.280,-0.100
12178,-0.280,-0.110
12179,-0.295,-0.105
12180,-0.275,-0.105
12181,-0.265,-0.110
12182,-0.275,-0.120
12183,-0.285,-0.120
12184,-0.290,-0.120
12185,-0.280,-0.125
12186,-0.290,-0.105
12187,-0.280,-0.080
12188,-0.275,-0.045
12189,-0.280,-0.045
12190,-0.285,-0.065
12191,-0.305,-0.105
12192,-0.295,-0.165
12193,-0.280,-0.160
12194,-0.300,-0.145
12195,-0.295,-0.135
12196,-0.305,-0.110
12197,-0.300,-0.115
12198,-0.300,-0.115
12199,-0.295,-0.100
12200,-0.290,-0.095
12201,-0.305,-0.090
12202,-0.300,-0.110
12203,-0.315,-0.105
12204,-0.290,-0.095
12205,-0.290,-0.080
12206,-0.285,-0.075
12207,-0.295,-0.100
12208,-0.300,-0.105
12209,-0.305,-0.115
12210,-0.305,-0.105
12211,-0.285,-0.085
12212,-0.285,-0.070
12213,-0.275,-0.070
12214,-0.295,-0.085
12215,-0.315,-0.085
12216,-0.315,-0.075
12217,-0.310,-0.070
12218,-0.305,-0.070
12219,-0.305,-0.075
12220,-0.310,-0.085
12221,-0.310,-0.090
12222,-0.315,-0.075
12223,-0.315,-0.070
12224,-0.320,-0.065
12225,-0.315,-0.080
12226,-0.325,-0.090
12227,-0.335,-0.085
12228,-0.330,-0.080
12229,-0.320,-0.070
12230,-0.325,-0.070
12231,-0.325,-0.080
12232,-0.340,-0.080
12233,-0.350,-0.090
12234,-0.345,-0.080
12235,-0.335,-0.070
12236,-0.345,-0.070
12237,-0.335,-0.090
12238,-0.360,-0.105
12239,-0.360,-0.110
12240,-0.335,-0.100
12241,-0.340,-0.100
12242,-0.345,-0.070
12243,-0.350,-0.065
12244,-0.360,-0.055
12245,-0.360,-0.065
12246,-0.350,-0.055
12247,-0.355,-0.080
12248,-0.355,-0.075
12249,-0.370,-0.075
12250,-0.370,-0.075
12251,-0.375,-0.080
12252,-0.365,-0.070
12253,-0.350,-0.055
12254,-0.350,-0.060
12255,-0.340,-0.065
12256,-0.365,-0.085
12257,-0.385,-0.075
12258,-0.385,-0.065
12259,-0.370,-0.070
12260,-0.370,-0.080
12261,-0.375,-0.085
12262,-0.375,-0.100
12263,-0.380,-0.090
12264,-0.365,-0.080
12265,-0.360,-0.060
12266,-0.345,-0.055
12267,-0.350,-0.060
12268,-0.360,-0.090
12269,-0.385,-0.075
12270,-0.370,-0.070
12271,-0.360,-0.065
12272,-0.345,-0.055
12273,-0.350,-0.060
12274,-0.355,-0.060
12275,-0.365,-0.065
12276,-0.355,-0.045
12277,-0.350,-0.045
12278,-0.345,-0.050
12279,-0.335,-0.050
12280,-0.315,-0.025
12281,-0.265,0.010
12282,-0.155,0.045
12283,0.135,0.100
12284,0.585,0.350
12285,0.740,0.700
12286,0.400,0.760
12287,0.015,0.495
12288,-0.115,0.290
12289,-0.090,0.215
12290,-0.065,0.210
12291,-0.090,0.165
12292,-0.140,0.130
12293,-0.160,0.120
12294,-0.145,0.115
12295,-0.110,0.115
12296,-0.105,0.085
12297,-0.125,0.055
12298,-0.145,0.020
12299,-0.150,-0.005
12300,-0.140,-0.020
12301,-0.130,-0.035
12302,-0.155,-0.030
12303,-0.175,-0.045
12304,-0.185,-0.055
12305,-0.195,-0.080
12306,-0.230,-0.095
12307,-0.250,-0.105
12308,-0.260,-0.115
12309,-0.295,-0.160
12310,-0.355,-0.175
12311,-0.440,-0.160
12312,-0.520,-0.155
12313,-0.620,-0.165
12314,-0.700,-0.195
12315,-0.755,-0.215
12316,-0.820,-0.270
12317,-0.870,-0.280
12318,-0.890,-0.280
12319,-0.900,-0.320
12320,-0.915,-0.360
12321,-0.950,-0.435
12322,-0.970,-0.465
12323,-0.975,-0.475
12324,-0.960,-0.485
12325,-0.950,-0.520
12326,-0.935,-0.565
12327,-0.915,-0.595
12328,-0.885,-0.640
12329,-0.865,-0.660
12330,-0.810,-0.690
12331,-0.755,-0.720
12332,-0.690,-0.710
12333,-0.655,-0.700
12334,-0.630,-0.675
12335,-0.590,-0.630
12336,-0.530,-0.580
12337,-0.460,-0.525
12338,-0.420,-0.465
12339,-0.410,-0.420
12340,-0.400,-0.380
12341,-0.385,-0.315
12342,-0.365,-0.265
12343,-0.355,-0.230
12344,-0.360,-0.210
12345,-0.355,-0.210
12346,-0.355,-0.200
12347,-0.350,-0.185
12348,-0.345,-0.165
12349,-0.325,-0.140
12350,-0.325,-0.135
12351,-0.340,-0.145
12352,-0.340,-0.140
12353,-0.340,-0.125
12354,-0.320,-0.090
12355,-0.310,-0.055
12356,-0.310,-0.030
12357,-0.295,-0.025
12358,-0.285,-0.020
12359,-0.275,-0.005
12360,-0.255,0.010
12361,-0.240,0.040
12362,-0.230,0.045
12363,-0.230,0.030
12364,-0.220,0.040
12365,-0.220,0.045
12366,-0.205,0.065
12367,-0.185,0.070
12368,-0.190,0.075
12369,-0.195,0.050
12370,-0.195,0.045
12371,-0.195,0.050
